,fips_st_cnty,hosp_beds_22,popn_est_22,beds_per_capita_22,beds_per_1000_22
108,4013,11397.0,4551524.0,0.0025039964636020813,2.5039964636020815
109,4015,512.0,220816.0,0.0023186725599594234,2.3186725599594236
110,4017,192.0,108650.0,0.001767142199723884,1.767142199723884
111,4019,3169.0,1057597.0,0.0029964154588184347,2.9964154588184346
112,4021,404.0,464154.0,0.0008704007721575167,0.8704007721575167
113,4023,25.0,48759.0,0.0005127258557394533,0.5127258557394533
114,4025,508.0,246191.0,0.002063438549743898,2.063438549743898
115,4027,443.0,207842.0,0.0021314267568633867,2.131426756863387
116,5001,114.0,16512.0,0.006904069767441861,6.904069767441861
117,5003,25.0,18354.0,0.0013621009044350006,1.3621009044350005
118,5005,185.0,42435.0,0.004359608813479439,4.359608813479439
119,5007,365.0,302863.0,0.0012051653718017717,1.2051653718017716
120,5009,113.0,38284.0,0.0029516246996134157,2.951624699613416
121,5011,33.0,10135.0,0.0032560434139121855,3.2560434139121854
122,5013,0.0,4695.0,0.0,0.0
123,5015,40.0,28742.0,0.0013916916011411872,1.3916916011411873
124,5017,35.0,9873.0,0.0035450217765623415,3.5450217765623417
125,5019,25.0,21250.0,0.001176470588235294,1.176470588235294
126,5021,25.0,14265.0,0.0017525411847178409,1.752541184717841
127,5023,25.0,25284.0,0.0009887676000632812,0.9887676000632811
128,5025,0.0,7467.0,0.0,0.0
129,5027,35.0,22216.0,0.001575441123514584,1.5754411235145842
130,5029,25.0,21046.0,0.0011878741803668155,1.1878741803668154
131,5031,751.0,113017.0,0.0066450180061406695,6.64501800614067
132,5033,44.0,61075.0,0.0007204257060990586,0.7204257060990585
133,5035,35.0,47061.0,0.0007437156031533541,0.7437156031533542
134,5037,15.0,16601.0,0.0009035600265044274,0.9035600265044275
135,5039,25.0,6191.0,0.0040381198513971895,4.038119851397189
136,5041,50.0,10771.0,0.004642094513044285,4.642094513044285
137,5043,60.0,16911.0,0.003547986517651233,3.547986517651233
138,5045,361.0,127665.0,0.0028277131555242236,2.8277131555242234
139,5047,25.0,17271.0,0.0014475131723698685,1.4475131723698684
140,5049,25.0,12382.0,0.0020190599256985947,2.0190599256985946
141,5051,495.0,100089.0,0.004945598417408506,4.945598417408506
142,5053,0.0,18160.0,0.0,0.0
143,5055,125.0,46448.0,0.0026911815363417154,2.6911815363417153
144,5057,48.0,19453.0,0.0024674857348480953,2.467485734848095
145,5059,69.0,33203.0,0.0020781254705900067,2.078125470590007
146,5061,20.0,12557.0,0.0015927371187385523,1.5927371187385524
147,5063,212.0,37945.0,0.005587033864804322,5.587033864804321
148,5065,25.0,14048.0,0.0017796127562642369,1.7796127562642368
149,5067,34.0,16624.0,0.0020452358036573627,2.045235803657363
150,5069,258.0,64246.0,0.004015814214114497,4.0158142141144975
151,5071,90.0,26001.0,0.003461405330564209,3.461405330564209
152,5073,0.0,6101.0,0.0,0.0
153,5075,150.0,16205.0,0.009256402344955261,9.25640234495526
154,5077,0.0,8364.0,0.0,0.0
155,5079,0.0,12916.0,0.0,0.0
156,5081,25.0,11821.0,0.002114880297775146,2.114880297775146
157,5083,38.0,21253.0,0.001787982873006164,1.787982873006164
158,5085,0.0,75225.0,0.0,0.0
159,5087,0.0,17486.0,0.0,0.0
160,5089,0.0,17254.0,0.0,0.0
161,5091,62.0,42552.0,0.00145704079714232,1.45704079714232
162,5093,98.0,38896.0,0.002519539284245167,2.519539284245167
163,5095,0.0,6564.0,0.0,0.0
164,5097,0.0,8556.0,0.0,0.0
165,5099,0.0,8181.0,0.0,0.0
166,5101,0.0,7078.0,0.0,0.0
167,5103,67.0,22049.0,0.003038686561748832,3.038686561748832
168,5105,0.0,10063.0,0.0,0.0
169,5107,6.0,15304.0,0.0003920543648719289,0.3920543648719289
170,5109,0.0,10179.0,0.0,0.0
171,5111,0.0,22495.0,0.0,0.0
172,5113,65.0,19337.0,0.003361431452655531,3.361431452655531
173,5115,98.0,64065.0,0.0015296964020916257,1.5296964020916257
174,5117,0.0,8069.0,0.0,0.0
175,5119,3715.0,399145.0,0.009307394555863158,9.307394555863159
176,5121,37.0,18837.0,0.0019642193555237035,1.9642193555237035
177,5123,42.0,22451.0,0.001870740724243909,1.8707407242439091
178,5125,220.0,127357.0,0.0017274276247084967,1.7274276247084968
179,5127,24.0,9805.0,0.002447730749617542,2.4477307496175422
180,5129,0.0,7918.0,0.0,0.0
181,5131,969.0,129059.0,0.007508193926808669,7.508193926808668
182,5133,0.0,15686.0,0.0,0.0
183,5135,0.0,17810.0,0.0,0.0
184,5137,25.0,12575.0,0.0019880715705765406,1.9880715705765406
185,5139,109.0,37752.0,0.0028872642509006146,2.8872642509006146
186,5141,143.0,16102.0,0.008880884362191033,8.880884362191033
187,5143,1140.0,256054.0,0.00445218586704367,4.452185867043671
188,5145,259.0,77755.0,0.003330975499967848,3.330975499967848
189,5147,0.0,6049.0,0.0,0.0
190,5149,77.0,20129.0,0.0038253266431516717,3.8253266431516715
191,6001,3408.0,1628997.0,0.0020920848841342247,2.0920848841342248
192,6003,0.0,1190.0,0.0,0.0
193,6005,48.0,41412.0,0.0011590843233845263,1.1590843233845263
194,6007,569.0,207303.0,0.002744774557049343,2.744774557049343
195,6009,25.0,46563.0,0.0005369069862337049,0.5369069862337049
196,6011,0.0,21914.0,0.0,0.0
197,6013,1519.0,1156966.0,0.0013129167149250713,1.3129167149250713
198,6015,49.0,27082.0,0.0018093198434384462,1.8093198434384463
199,6017,222.0,192646.0,0.0011523727458654734,1.1523727458654733
200,6019,1877.0,1015190.0,0.0018489149814320473,1.8489149814320474
201,6021,15.0,28339.0,0.0005293059035251773,0.5293059035251773
202,6023,263.0,135010.0,0.0019480038515665506,1.9480038515665505
203,6025,268.0,178713.0,0.001499611108313329,1.499611108313329
204,6027,29.0,18718.0,0.0015493108238059622,1.549310823805962
205,6029,1710.0,916108.0,0.001866592148523973,1.8665921485239731
206,6031,173.0,152981.0,0.0011308593877671083,1.1308593877671083
207,6033,46.0,68191.0,0.0006745758237890631,0.6745758237890631
208,6035,25.0,29904.0,0.0008360085607276618,0.8360085607276618
209,6037,23703.0,9721138.0,0.0024382947757762515,2.4382947757762516
210,6039,311.0,160256.0,0.0019406449680511183,1.9406449680511182
211,6041,412.0,256018.0,0.001609261848776258,1.609261848776258
212,6043,33.0,17020.0,0.0019388954171562867,1.9388954171562867
213,6045,118.0,89783.0,0.0013142799861889222,1.3142799861889223
214,6047,224.0,290014.0,0.0007723765059617811,0.7723765059617811
215,6049,113.0,8511.0,0.013276935730231466,13.276935730231466
216,6051,17.0,12978.0,0.0013099090768993681,1.3099090768993682
217,6053,719.0,432858.0,0.0016610528163970633,1.6610528163970633
218,6055,1502.0,134300.0,0.01118391660461653,11.183916604616531
219,6057,170.0,102293.0,0.00166189279813868,1.66189279813868
220,6059,6337.0,3151184.0,0.0020109901548116516,2.0109901548116516
221,6061,798.0,417772.0,0.001910132799708932,1.9101327997089321
222,6063,117.0,19351.0,0.006046199162833962,6.046199162833962
223,6065,3758.0,2473902.0,0.0015190577476391547,1.5190577476391547
224,6067,3302.0,1584169.0,0.0020843735737790603,2.0843735737790605
225,6069,181.0,67579.0,0.002678346823717427,2.678346823717427
226,6071,6559.0,2193656.0,0.002989985667761946,2.989985667761946
227,6073,7282.0,3276208.0,0.0022226915995565604,2.2226915995565606
228,6075,3966.0,808437.0,0.004905762601167438,4.905762601167438
229,6077,1172.0,793229.0,0.0014775052349321571,1.4775052349321571
230,6079,1532.0,282013.0,0.005432373684901051,5.432373684901051
231,6081,1206.0,729181.0,0.0016539103459909132,1.6539103459909132
232,6083,996.0,443837.0,0.0022440670786797855,2.2440670786797856
233,6085,4174.0,1870945.0,0.002230958152163746,2.230958152163746
234,6087,341.0,264370.0,0.0012898589098611793,1.2898589098611792
235,6089,563.0,180930.0,0.0031117006577129278,3.1117006577129276
236,6091,0.0,3217.0,0.0,0.0
237,6093,84.0,43660.0,0.001923957856161246,1.923957856161246
238,6095,1068.0,448747.0,0.0023799602002910324,2.3799602002910323
239,6097,1431.0,482650.0,0.0029648813840256914,2.9648813840256913
240,6099,1348.0,551275.0,0.002445240578658564,2.4452405786585643
241,6101,14.0,98503.0,0.0001421276509344893,0.1421276509344893
242,6103,76.0,65245.0,0.0011648402176411986,1.1648402176411985
243,6105,47.0,15781.0,0.002978265002217857,2.978265002217857
244,6107,1389.0,477544.0,0.002908632502973548,2.908632502973548
245,6109,152.0,54531.0,0.0027874053290788724,2.7874053290788723
246,6111,1309.0,832605.0,0.0015721740801460478,1.5721740801460478
247,6113,150.0,222115.0,0.0006753258447200775,0.6753258447200775
248,6115,366.0,84310.0,0.004341122049578935,4.341122049578935
249,8001,1880.0,527575.0,0.0035634743875278397,3.56347438752784
250,8003,44.0,16592.0,0.002651880424300868,2.651880424300868
251,8005,1274.0,655808.0,0.001942641748804528,1.942641748804528
252,8007,8.0,14003.0,0.0005713061486824251,0.5713061486824251
253,8009,79.0,3432.0,0.02301864801864802,23.01864801864802
254,8011,0.0,5399.0,0.0,0.0
255,8013,758.0,327468.0,0.00231472998888441,2.3147299888844097
256,8014,113.0,76121.0,0.0014844786589771548,1.4844786589771548
257,8015,25.0,20223.0,0.0012362161894872174,1.2362161894872175
258,8017,11.0,1732.0,0.006351039260969977,6.351039260969976
259,8019,0.0,9355.0,0.0,0.0
260,8021,17.0,7579.0,0.0022430399788890354,2.2430399788890356
261,8023,0.0,3603.0,0.0,0.0
262,8025,0.0,5614.0,0.0,0.0
263,8027,0.0,5335.0,0.0,0.0
264,8029,49.0,31602.0,0.0015505347762799822,1.5505347762799822
265,8031,2184.0,713252.0,0.003062031371801271,3.062031371801271
266,8033,0.0,2455.0,0.0,0.0
267,8035,704.0,375988.0,0.0018724001829845632,1.8724001829845633
268,8037,56.0,55285.0,0.0010129329836302795,1.0129329836302794
269,8039,0.0,27799.0,0.0,0.0
270,8041,1402.0,740567.0,0.001893144036933863,1.8931440369338628
271,8043,25.0,49621.0,0.0005038189476229822,0.5038189476229822
272,8045,118.0,62271.0,0.0018949430714136596,1.8949430714136595
273,8047,0.0,5891.0,0.0,0.0
274,8049,10.0,15769.0,0.0006341556217895871,0.6341556217895871
275,8051,24.0,17267.0,0.0013899345572479297,1.3899345572479296
276,8053,0.0,775.0,0.0,0.0
277,8055,140.0,7082.0,0.019768426998023156,19.768426998023156
278,8057,0.0,1302.0,0.0,0.0
279,8059,665.0,576143.0,0.001154227335921811,1.1542273359218111
280,8061,25.0,1424.0,0.0175561797752809,17.5561797752809
281,8063,19.0,6961.0,0.0027294928889527365,2.7294928889527363
282,8065,8.0,7327.0,0.0010918520540466768,1.0918520540466767
283,8067,94.0,56607.0,0.001660572014061865,1.6605720140618652
284,8069,695.0,366778.0,0.001894879191227391,1.894879191227391
285,8071,25.0,14327.0,0.0017449570740559783,1.7449570740559783
286,8073,37.0,5510.0,0.006715063520871143,6.715063520871143
287,8075,25.0,20823.0,0.0012005954953657014,1.2005954953657014
288,8077,497.0,158636.0,0.0031329584709649766,3.1329584709649767
289,8079,0.0,931.0,0.0,0.0
290,8081,25.0,13177.0,0.001897245199969644,1.897245199969644
291,8083,21.0,26468.0,0.0007934109112891038,0.7934109112891038
292,8085,62.0,43811.0,0.0014151697062381593,1.4151697062381592
293,8087,69.0,29239.0,0.0023598618283799037,2.3598618283799038
294,8089,47.0,18303.0,0.002567885046167295,2.567885046167295
295,8091,0.0,5100.0,0.0,0.0
296,8093,0.0,17939.0,0.0,0.0
297,8095,40.0,4449.0,0.00899078444594291,8.990784445942909
298,8097,25.0,16876.0,0.0014813936951884332,1.4813936951884332
299,8099,25.0,11854.0,0.002108992745064957,2.108992745064957
300,8101,848.0,169544.0,0.005001651488699099,5.001651488699099
301,8103,64.0,6569.0,0.00974273100928604,9.74273100928604
302,8105,17.0,11325.0,0.001501103752759382,1.5011037527593818
303,8107,34.0,25007.0,0.0013596193065941536,1.3596193065941535
304,8109,0.0,6623.0,0.0,0.0
305,8111,0.0,803.0,0.0,0.0
306,8113,0.0,8003.0,0.0,0.0
307,8115,67.0,2295.0,0.029193899782135078,29.193899782135077
308,8117,34.0,30565.0,0.001112383445116964,1.1123834451169639
309,8119,13.0,24857.0,0.0005229915114454681,0.5229915114454681
310,8121,0.0,4812.0,0.0,0.0
311,8123,496.0,350176.0,0.00141643059490085,1.41643059490085
312,8125,96.0,9899.0,0.009697949287806849,9.697949287806848
313,9001,1825.0,,,
314,9003,2794.0,,,
315,9005,137.0,,,
316,9007,542.0,,,
317,9009,2583.0,,,
318,9011,443.0,,,
319,9013,213.0,,,
320,9015,120.0,,,
321,9110,,981447.0,,
322,9120,,327286.0,,
323,9130,,176622.0,,
324,9140,,454083.0,,
325,9150,,96196.0,,
326,9160,,113234.0,,
327,9170,,573244.0,,
328,9180,,280403.0,,
329,9190,,623690.0,,
330,10001,567.0,186946.0,0.003032961389920084,3.032961389920084
331,10003,2071.0,575494.0,0.003598647422909709,3.5986474229097087
332,10005,344.0,255956.0,0.0013439809967338136,1.3439809967338137
333,11001,4161.0,671803.0,0.006193780021821874,6.1937800218218735
334,12001,2258.0,284030.0,0.00794986445093828,7.94986445093828
335,12003,1163.0,27803.0,0.041830018343344245,41.83001834334424
336,12005,568.0,185134.0,0.003068048008469541,3.0680480084695407
337,12007,0.0,27313.0,0.0,0.0
338,12009,1906.0,630693.0,0.003022072545596669,3.0220725455966693
339,12011,5423.0,1947026.0,0.0027852735402608903,2.7852735402608904
340,12013,25.0,13464.0,0.0018568033273915626,1.8568033273915625
341,12015,681.0,202661.0,0.003360291323935044,3.3602913239350443
342,12017,332.0,162529.0,0.002042712377483403,2.042712377483403
343,12019,548.0,226589.0,0.002418475742423507,2.418475742423507
344,12021,999.0,397994.0,0.002510088091780278,2.510088091780278
345,12023,67.0,71908.0,0.0009317461200422763,0.9317461200422763
346,12027,40.0,35312.0,0.0011327594019030357,1.1327594019030358
347,12029,0.0,17124.0,0.0,0.0
348,12031,3801.0,1016536.0,0.003739169099766265,3.739169099766265
349,12033,1285.0,324878.0,0.003955330924223862,3.9553309242238623
350,12035,99.0,126705.0,0.0007813424884574405,0.7813424884574405
351,12037,25.0,12498.0,0.0020003200512081934,2.0003200512081936
352,12039,987.0,43403.0,0.022740363569338524,22.740363569338523
353,12041,0.0,18992.0,0.0,0.0
354,12043,0.0,12454.0,0.0,0.0
355,12045,19.0,15314.0,0.0012406947890818859,1.2406947890818858
356,12047,0.0,13217.0,0.0,0.0
357,12049,25.0,25645.0,0.0009748488984207448,0.9748488984207447
358,12051,22.0,41339.0,0.000532185103655144,0.532185103655144
359,12053,546.0,206896.0,0.0026390070373521,2.6390070373521
360,12055,284.0,105618.0,0.002688935598098809,2.688935598098809
361,12057,5009.0,1513301.0,0.0033099826141659854,3.3099826141659854
362,12059,20.0,19651.0,0.0010177599104371278,1.0177599104371278
363,12061,448.0,167352.0,0.0026769922080405375,2.6769922080405375
364,12063,68.0,48211.0,0.0014104664910497605,1.4104664910497604
365,12065,0.0,15042.0,0.0,0.0
366,12067,0.0,7786.0,0.0,0.0
367,12069,1180.0,410139.0,0.0028770733824386367,2.8770733824386365
368,12071,2061.0,822453.0,0.0025059182713176313,2.5059182713176313
369,12073,822.0,297369.0,0.0027642424058997406,2.7642424058997404
370,12075,0.0,45260.0,0.0,0.0
371,12077,0.0,7603.0,0.0,0.0
372,12079,25.0,18198.0,0.0013737773381690295,1.3737773381690295
373,12081,979.0,429125.0,0.0022813865423827557,2.2813865423827555
374,12083,822.0,396415.0,0.0020735845010910283,2.0735845010910285
375,12085,554.0,162006.0,0.0034196264335888795,3.4196264335888795
376,12086,7495.0,2673837.0,0.002803087847164954,2.8030878471649543
377,12087,123.0,81708.0,0.0015053605522103099,1.50536055221031
378,12089,54.0,97899.0,0.0005515888824196366,0.5515888824196366
379,12091,489.0,216482.0,0.0022588483107140547,2.258848310714055
380,12093,100.0,40412.0,0.0024745125210333565,2.4745125210333567
381,12095,5283.0,1452726.0,0.003636611446342944,3.636611446342944
382,12097,576.0,422545.0,0.001363168419931605,1.363168419931605
383,12099,4002.0,1518477.0,0.0026355354740308875,2.6355354740308874
384,12101,1357.0,608794.0,0.0022289970006274702,2.22899700062747
385,12103,3804.0,961739.0,0.003955335075316692,3.9553350753166923
386,12105,1656.0,787404.0,0.002103113522410351,2.103113522410351
387,12107,99.0,74731.0,0.001324751441838059,1.324751441838059
388,12109,204.0,306841.0,0.0006648394445331621,0.6648394445331621
389,12111,600.0,358704.0,0.001672688344707614,1.6726883447076142
390,12113,154.0,198268.0,0.0007767264510662336,0.7767264510662336
391,12115,1402.0,462286.0,0.003032754615108396,3.032754615108396
392,12117,350.0,478772.0,0.0007310369027428504,0.7310369027428504
393,12119,40.0,144970.0,0.00027591915568738357,0.27591915568738357
394,12121,0.0,45411.0,0.0,0.0
395,12123,22.0,21283.0,0.0010336888596532445,1.0336888596532445
396,12125,65.0,15460.0,0.004204398447606727,4.204398447606727
397,12127,1598.0,579192.0,0.002759016008508405,2.759016008508405
398,12129,0.0,35178.0,0.0,0.0
399,12131,136.0,83304.0,0.0016325746662825315,1.6325746662825316
400,12133,59.0,25414.0,0.0023215550483985203,2.3215550483985203
401,13001,108.0,18428.0,0.005860646841762535,5.860646841762535
402,13003,0.0,8183.0,0.0,0.0
403,13005,113.0,11191.0,0.010097399696184435,10.097399696184434
404,13007,0.0,2788.0,0.0,0.0
405,13009,295.0,43635.0,0.006760627936289676,6.760627936289676
406,13011,0.0,19328.0,0.0,0.0
407,13013,34.0,89299.0,0.0003807433453902059,0.38074334539020593
408,13015,80.0,112816.0,0.0007091192738618636,0.7091192738618636
409,13017,58.0,17069.0,0.0033979729333880136,3.3979729333880138
410,13019,39.0,18214.0,0.0021412100581969912,2.1412100581969913
411,13021,1079.0,156197.0,0.006907943174324731,6.90794317432473
412,13023,25.0,12257.0,0.002039650811781023,2.0396508117810233
413,13025,0.0,18183.0,0.0,0.0
414,13027,25.0,16253.0,0.0015381775672183597,1.5381775672183597
415,13029,0.0,48225.0,0.0,0.0
416,13031,189.0,83059.0,0.002275490916095787,2.2754909160957872
417,13033,40.0,24388.0,0.0016401508938822373,1.6401508938822373
418,13035,24.0,26649.0,0.0009005966452774963,0.9005966452774963
419,13037,0.0,5469.0,0.0,0.0
420,13039,40.0,57013.0,0.0007015943732131268,0.7015943732131268
421,13043,25.0,11000.0,0.0022727272727272726,2.2727272727272725
422,13045,308.0,124592.0,0.002472068832669834,2.472068832669834
423,13047,35.0,68826.0,0.0005085287536686717,0.5085287536686717
424,13049,0.0,12781.0,0.0,0.0
425,13051,1569.0,301107.0,0.005210772250396039,5.2107722503960385
426,13053,57.0,8819.0,0.006463317836489398,6.463317836489399
427,13055,0.0,24936.0,0.0,0.0
428,13057,206.0,281278.0,0.0007323715327896245,0.7323715327896245
429,13059,597.0,129875.0,0.004596727622714149,4.596727622714148
430,13061,0.0,2845.0,0.0,0.0
431,13063,281.0,296564.0,0.0009475189166587987,0.9475189166587987
432,13065,18.0,6662.0,0.002701891323926749,2.701891323926749
433,13067,1297.0,771952.0,0.00168015627914689,1.68015627914689
434,13069,98.0,43172.0,0.0022699898082090245,2.2699898082090244
435,13071,237.0,45762.0,0.005178969450635899,5.178969450635899
436,13073,0.0,162419.0,0.0,0.0
437,13075,115.0,17404.0,0.006607676396230751,6.607676396230751
438,13077,246.0,152882.0,0.0016090841302442407,1.6090841302442407
439,13079,0.0,12140.0,0.0,0.0
440,13081,316.0,19708.0,0.01603409782829308,16.03409782829308
441,13083,0.0,16081.0,0.0,0.0
442,13085,0.0,30138.0,0.0,0.0
443,13087,80.0,28982.0,0.00276033400041405,2.76033400041405
444,13089,2911.0,762820.0,0.0038161034057838023,3.816103405783802
445,13091,31.0,19802.0,0.0015654984345015656,1.5654984345015657
446,13093,0.0,10572.0,0.0,0.0
447,13095,408.0,82966.0,0.004917677120748258,4.917677120748258
448,13097,298.0,147316.0,0.0020228624182030467,2.022862418203047
449,13099,152.0,10574.0,0.014374881785511632,14.374881785511633
450,13101,0.0,3686.0,0.0,0.0
451,13103,130.0,69041.0,0.0018829391231297344,1.8829391231297343
452,13105,25.0,19814.0,0.0012617341273846775,1.2617341273846774
453,13107,91.0,22929.0,0.00396877316934886,3.9687731693488595
454,13109,10.0,10695.0,0.0009350163627863488,0.9350163627863488
455,13111,50.0,25737.0,0.0019427283677196255,1.9427283677196254
456,13113,221.0,122030.0,0.0018110300745718265,1.8110300745718264
457,13115,584.0,99443.0,0.005872711000271512,5.872711000271512
458,13117,384.0,267237.0,0.0014369267728645359,1.4369267728645359
459,13119,48.0,24128.0,0.001989389920424403,1.9893899204244032
460,13121,3786.0,1074634.0,0.0035230599441298154,3.5230599441298156
461,13123,0.0,32407.0,0.0,0.0
462,13125,0.0,2939.0,0.0,0.0
463,13127,665.0,85079.0,0.007816264883226178,7.816264883226178
464,13129,83.0,58954.0,0.0014078773280863045,1.4078773280863046
465,13131,47.0,26008.0,0.00180713626576438,1.8071362657643801
466,13133,25.0,20139.0,0.0012413724613933165,1.2413724613933166
467,13135,1072.0,975353.0,0.0010990892528141094,1.0990892528141094
468,13137,137.0,47475.0,0.0028857293312269617,2.885729331226962
469,13139,937.0,212692.0,0.0044054313279295884,4.4054313279295885
470,13141,0.0,8387.0,0.0,0.0
